timestamp,sensor_id,value
2026-08-07 13:02:33,living-motion,ON
2026-08-07 13:10:07,front-door,CLOSE
2026-08-07 13:10:10,bed-mat,EMPTY
2026-08-07 13:10:13,kitchen-motion,ON
2026-08-07 13:10:50,bathroom-motion,ON
2026-08-07 13:10:53,living-temp,20.1
2026-08-07 13:11:02,front-door,CLOSE
2026-08-07 13:11:05,bathroom-motion,ON
2026-08-07 13:11:08,front-door,OPEN
2026-08-07 13:11:21,kitchen-motion,ON
2026-08-07 13:11:24,kitchen-motion,ON
2026-08-07 13:11:28,kitchen-motion,ON
2026-08-07 13:11:31,kitchen-motion,ON
2026-08-07 13:11:34,bedroom-motion,ON
2026-08-07 13:11:39,fridge-door,CLOSE
2026-08-07 13:11:42,bathroom-motion,ON
2026-08-07 13:18:00,living-motion,ON
2026-08-07 13:18:03,bed-mat,OCCUPIED
2026-08-07 13:18:06,bed-mat,OCCUPIED
2026-08-07 13:18:09,kitchen-motion,ON
2026-08-07 13:18:12,fridge-door,OPEN
2026-08-07 13:18:15,fridge-door,CLOSE
2026-08-07 13:18:18,front-door,OPEN
2026-08-07 13:18:21,kitchen-motion,ON
2026-08-07 13:18:24,bedroom-motion,ON
2026-08-07 13:18:27,kitchen-motion,ON
2026-08-07 13:18:31,kitchen-motion,ON
2026-08-07 13:18:34,kitchen-motion,ON
2026-08-07 13:18:37,front-door,CLOSE
2026-08-07 13:18:42,bed-mat,EMPTY
2026-08-07 13:18:45,bed-mat,EMPTY
2026-08-07 13:18:51,fridge-door,CLOSE
2026-08-07 13:18:54,bathroom-motion,ON
2026-08-07 13:18:57,living-temp,18.8
2026-08-07 13:19:05,bed-mat,EMPTY
2026-08-07 13:19:08,bathroom-motion,ON
2026-08-07 13:19:25,living-temp,20.1
2026-08-07 13:19:28,bed-mat,OCCUPIED
2026-08-07 13:19:31,living-motion,ON
2026-08-07 13:19:34,front-door,OPEN
2026-08-07 13:19:37,front-door,CLOSE
2026-08-07 13:19:40,bathroom-motion,ON
2026-08-07 13:19:43,front-door,OPEN
2026-08-07 13:19:46,living-motion,ON
2026-08-07 13:23:12,bathroom-motion,ON
2026-08-07 13:23:15,living-temp,19.6
2026-08-07 13:29:40,living-motion,ON
2026-08-07 13:29:43,front-door,OPEN
2026-08-07 13:29:46,fridge-door,OPEN
2026-08-07 13:29:52,kitchen-motion,ON
2026-08-07 13:29:55,bedroom-motion,ON
2026-08-07 13:29:59,bathroom-motion,ON
2026-08-07 13:30:02,living-temp,19.2
2026-08-07 13:30:05,front-door,OPEN
2026-08-07 13:30:10,living-motion,ON
2026-08-07 13:30:13,fridge-door,OPEN
2026-08-07 13:30:16,living-motion,ON
2026-08-07 13:30:19,bathroom-motion,ON
2026-08-07 13:30:22,kitchen-motion,ON
2026-08-07 13:30:25,bathroom-motion,ON
2026-08-07 13:30:28,living-motion,ON
2026-08-07 13:30:31,bathroom-motion,ON
2026-08-07 13:30:34,living-motion,ON
2026-08-07 13:30:37,bed-mat,OCCUPIED
2026-08-07 13:30:40,living-motion,ON
2026-08-07 13:30:43,bedroom-motion,ON
2026-08-07 13:30:46,living-temp,19.4
2026-08-07 13:30:49,living-motion,ON
2026-08-07 13:30:52,front-door,CLOSE
2026-08-07 13:30:55,fridge-door,CLOSE
2026-08-07 13:30:58,living-temp,20.2
2026-08-07 13:31:01,front-door,OPEN
2026-08-07 13:31:04,kitchen-motion,ON
2026-08-07 13:31:07,living-motion,ON
2026-08-07 13:31:10,kitchen-motion,ON
2026-08-07 13:31:13,bed-mat,EMPTY
2026-08-07 13:31:16,fridge-door,CLOSE
2026-08-07 13:31:19,front-door,OPEN
2026-08-07 13:31:22,bathroom-motion,ON
2026-08-07 13:31:25,living-temp,20.1
2026-08-07 13:31:28,bed-mat,OCCUPIED
2026-08-07 13:31:31,bed-mat,EMPTY
2026-08-07 13:31:34,living-motion,ON
2026-08-07 13:31:37,fridge-door,CLOSE
2026-08-07 13:31:40,living-motion,ON
2026-08-07 13:31:43,kitchen-motion,ON
2026-08-07 13:31:46,bed-mat,OCCUPIED
2026-08-07 13:31:49,bed-mat,OCCUPIED
2026-08-07 13:31:52,living-motion,ON
2026-08-07 13:31:55,living-temp,19.5
2026-08-07 13:31:58,bedroom-motion,ON
2026-08-07 13:32:01,kitchen-motion,ON
2026-08-07 13:32:04,bed-mat,EMPTY
2026-08-07 13:32:07,living-motion,ON
2026-08-07 13:32:10,bed-mat,OCCUPIED
2026-08-07 13:32:13,bedroom-motion,ON
2026-08-07 13:32:16,kitchen-motion,ON
2026-08-07 13:32:19,bedroom-motion,ON
2026-08-07 13:32:22,bed-mat,OCCUPIED
2026-08-07 13:32:25,front-door,OPEN
2026-08-07 13:32:28,bed-mat,EMPTY
2026-08-07 13:32:31,kitchen-motion,ON
2026-08-07 13:32:34,front-door,OPEN
2026-08-07 13:32:37,fridge-door,OPEN
2026-08-07 13:32:40,living-motion,ON
2026-08-07 13:32:43,bed-mat,OCCUPIED
2026-08-07 13:32:46,bathroom-motion,ON
2026-08-07 13:32:49,bedroom-motion,ON
2026-08-07 13:32:52,bathroom-motion,ON
2026-08-07 13:32:55,bed-mat,EMPTY
2026-08-07 13:32:58,living-motion,ON
2026-08-07 13:33:01,fridge-door,CLOSE
2026-08-07 13:33:04,front-door,OPEN
2026-08-07 13:33:07,bathroom-motion,ON
2026-08-07 13:33:10,fridge-door,CLOSE
2026-08-07 13:33:13,bathroom-motion,ON
2026-08-07 13:33:16,fridge-door,OPEN
2026-08-07 13:33:19,bathroom-motion,ON
2026-08-07 13:33:22,bathroom-motion,ON
2026-08-07 13:33:25,fridge-door,OPEN
2026-08-07 13:33:28,bed-mat,EMPTY
2026-08-07 13:33:31,bedroom-motion,ON
2026-08-07 13:33:34,bedroom-motion,ON
2026-08-07 13:33:37,front-door,CLOSE
2026-08-07 13:33:40,bathroom-motion,ON
2026-08-07 13:33:43,living-motion,ON
2026-08-07 13:33:46,bathroom-motion,ON
2026-08-07 13:33:49,fridge-door,OPEN
2026-08-07 13:33:52,living-temp,20.0
2026-08-07 13:33:55,living-temp,19.9
2026-08-07 13:33:58,living-motion,ON
2026-08-07 13:34:01,bathroom-motion,ON
2026-08-07 13:34:04,fridge-door,CLOSE
2026-08-07 13:34:07,living-temp,18.9
2026-08-07 13:34:10,bathroom-motion,ON
2026-08-07 13:34:13,bedroom-motion,ON
2026-08-07 13:34:16,kitchen-motion,ON
2026-08-07 13:34:19,living-motion,ON
2026-08-07 13:34:22,bed-mat,EMPTY
2026-08-07 13:34:25,bed-mat,EMPTY
2026-08-07 13:34:28,kitchen-motion,ON
2026-08-07 13:34:31,bedroom-motion,ON
2026-08-07 13:34:34,living-temp,19.1
2026-08-07 13:34:37,living-motion,ON
2026-08-07 13:34:40,bathroom-motion,ON
2026-08-07 13:34:43,living-temp,20.4
2026-08-07 13:34:46,bathroom-motion,ON
2026-08-07 13:34:49,kitchen-motion,ON
2026-08-07 13:34:52,living-temp,20.6
2026-08-07 13:34:55,living-temp,18.8
2026-08-07 13:34:58,bed-mat,EMPTY
2026-08-07 13:35:01,living-temp,19.1
2026-08-07 13:35:04,bedroom-motion,ON
2026-08-07 13:35:07,front-door,OPEN
2026-08-07 13:35:10,bedroom-motion,ON
2026-08-07 13:35:13,bathroom-motion,ON
2026-08-07 13:35:16,kitchen-motion,ON
2026-08-07 13:35:19,living-motion,ON
2026-08-07 13:35:22,living-motion,ON
2026-08-07 13:35:25,living-temp,19.0
2026-08-07 13:35:28,bedroom-motion,ON
2026-08-07 13:35:31,fridge-door,OPEN
2026-08-07 13:35:34,bed-mat,OCCUPIED
2026-08-07 13:35:37,front-door,CLOSE
2026-08-07 13:35:40,living-temp,19.5
2026-08-07 13:35:43,living-temp,20.7
2026-08-07 13:35:46,front-door,OPEN
2026-08-07 13:35:49,front-door,CLOSE
2026-08-07 13:35:52,living-temp,19.9
2026-08-07 13:35:55,bathroom-motion,ON
2026-08-07 13:35:58,front-door,CLOSE
2026-08-07 13:36:01,front-door,OPEN
2026-08-07 13:36:04,bathroom-motion,ON
2026-08-07 13:36:07,living-motion,ON
2026-08-07 13:36:10,front-door,OPEN
2026-08-07 13:36:13,bed-mat,EMPTY
2026-08-07 13:36:16,kitchen-motion,ON
2026-08-07 13:36:19,bed-mat,EMPTY
2026-08-07 13:36:22,bed-mat,OCCUPIED
2026-08-07 13:36:25,living-motion,ON
2026-08-07 13:36:28,kitchen-motion,ON
2026-08-07 13:36:31,kitchen-motion,ON
2026-08-07 13:36:34,bedroom-motion,ON
2026-08-07 13:36:37,bedroom-motion,ON
2026-08-07 13:36:40,living-temp,20.5
2026-08-07 13:36:43,front-door,CLOSE
2026-08-07 13:36:46,bathroom-motion,ON
2026-08-07 13:36:49,bed-mat,OCCUPIED
2026-08-07 13:36:52,bed-mat,EMPTY
2026-08-07 13:36:55,living-motion,ON
2026-08-07 13:36:58,living-motion,ON
2026-08-07 13:37:01,fridge-door,CLOSE
2026-08-07 13:37:04,fridge-door,OPEN
2026-08-07 13:37:07,fridge-door,CLOSE
2026-08-07 13:37:10,bathroom-motion,ON
2026-08-07 13:37:13,front-door,CLOSE
2026-08-07 13:37:16,living-temp,19.5
2026-08-07 13:37:19,front-door,OPEN
2026-08-07 13:37:22,fridge-door,CLOSE
2026-08-07 13:37:25,living-motion,ON
2026-08-07 13:37:28,bedroom-motion,ON
2026-08-07 13:37:31,living-motion,ON
2026-08-07 13:37:34,bathroom-motion,ON
2026-08-07 13:37:37,front-door,OPEN
2026-08-07 13:37:40,kitchen-motion,ON
2026-08-07 13:37:43,kitchen-motion,ON
2026-08-07 13:37:47,living-motion,ON
2026-08-07 13:37:50,bed-mat,OCCUPIED
2026-08-07 13:37:53,bed-mat,EMPTY
2026-08-07 13:37:56,living-temp,20.7
2026-08-07 13:37:59,bed-mat,EMPTY
2026-08-07 13:38:02,fridge-door,CLOSE
2026-08-07 13:38:05,front-door,CLOSE
2026-08-07 13:38:08,front-door,CLOSE
2026-08-07 13:38:11,bathroom-motion,ON
2026-08-07 13:38:14,bathroom-motion,ON
2026-08-07 13:38:17,bedroom-motion,ON
2026-08-07 13:38:20,fridge-door,OPEN
2026-08-07 13:38:23,fridge-door,OPEN
2026-08-07 13:38:26,bedroom-motion,ON
2026-08-07 13:38:29,kitchen-motion,ON
2026-08-07 13:38:32,kitchen-motion,ON
2026-08-07 13:38:35,bedroom-motion,ON
2026-08-07 13:38:38,living-motion,ON
2026-08-07 13:38:41,fridge-door,CLOSE
2026-08-07 13:38:44,living-temp,21.0
2026-08-07 13:38:47,front-door,CLOSE
2026-08-07 13:38:50,bed-mat,EMPTY
2026-08-07 13:38:53,living-motion,ON
2026-08-07 13:38:56,fridge-door,OPEN
2026-08-07 13:38:59,front-door,CLOSE
2026-08-07 13:39:02,fridge-door,OPEN
2026-08-07 13:39:05,fridge-door,CLOSE
2026-08-07 13:39:08,living-temp,19.1
2026-08-07 13:39:11,front-door,OPEN
2026-08-07 13:39:14,bathroom-motion,ON
2026-08-07 13:39:17,kitchen-motion,ON
2026-08-07 13:39:20,kitchen-motion,ON
2026-08-07 13:39:23,bedroom-motion,ON
2026-08-07 13:39:26,bedroom-motion,ON
2026-08-07 13:39:29,front-door,OPEN
2026-08-07 13:39:32,bedroom-motion,ON
2026-08-07 13:39:35,living-motion,ON
2026-08-07 13:39:38,bedroom-motion,ON
2026-08-07 13:39:41,bathroom-motion,ON
2026-08-07 13:39:44,fridge-door,CLOSE
2026-08-07 13:39:47,bathroom-motion,ON
2026-08-07 13:39:50,fridge-door,CLOSE
2026-08-07 13:39:53,bathroom-motion,ON
2026-08-07 13:39:56,living-motion,ON
2026-08-07 13:39:59,living-temp,18.6
2026-08-07 13:40:02,bedroom-motion,ON
2026-08-07 13:40:05,living-motion,ON
2026-08-07 13:40:08,fridge-door,CLOSE
2026-08-07 13:40:11,bed-mat,EMPTY
2026-08-07 13:40:14,fridge-door,OPEN
2026-08-07 13:40:17,kitchen-motion,ON
2026-08-07 13:40:20,living-temp,19.8
2026-08-07 13:40:23,kitchen-motion,ON
2026-08-07 13:40:26,kitchen-motion,ON
2026-08-07 13:40:29,living-motion,ON
2026-08-07 13:40:32,living-motion,ON
2026-08-07 13:40:35,bathroom-motion,ON
2026-08-07 13:40:38,living-temp,19.9
2026-08-07 13:40:41,kitchen-motion,ON
2026-08-07 13:40:44,front-door,CLOSE
2026-08-07 13:40:47,bathroom-motion,ON
2026-08-07 13:40:50,fridge-door,CLOSE
2026-08-07 13:40:53,kitchen-motion,ON
2026-08-07 13:40:56,living-motion,ON
2026-08-07 13:40:59,bed-mat,OCCUPIED
2026-08-07 13:41:02,fridge-door,OPEN
2026-08-07 13:41:05,bedroom-motion,ON
2026-08-07 13:41:08,living-temp,18.6
2026-08-07 13:41:11,bedroom-motion,ON
2026-08-07 13:41:14,living-temp,19.9
2026-08-07 13:41:17,bed-mat,EMPTY
2026-08-07 13:41:20,kitchen-motion,ON
2026-08-07 13:41:23,fridge-door,OPEN
2026-08-07 13:41:26,front-door,OPEN
2026-08-07 13:41:29,bedroom-motion,ON
2026-08-07 13:41:32,front-door,OPEN
2026-08-07 13:41:35,front-door,OPEN
2026-08-07 13:41:38,kitchen-motion,ON
2026-08-07 13:41:41,fridge-door,OPEN
2026-08-07 13:41:44,bed-mat,EMPTY
2026-08-07 13:41:47,bedroom-motion,ON
2026-08-07 13:41:50,bathroom-motion,ON
2026-08-07 13:41:53,living-temp,19.8
2026-08-07 13:41:56,bed-mat,OCCUPIED
2026-08-07 13:41:59,kitchen-motion,ON
2026-08-07 13:42:02,bed-mat,OCCUPIED
2026-08-07 13:42:05,living-motion,ON
2026-08-07 13:42:08,front-door,OPEN
2026-08-07 13:42:11,living-motion,ON
2026-08-07 13:42:14,bathroom-motion,ON
2026-08-07 13:42:17,living-motion,ON
2026-08-07 13:42:20,bed-mat,EMPTY
2026-08-07 13:42:23,living-temp,19.0
2026-08-07 13:42:26,front-door,OPEN
2026-08-07 13:42:29,fridge-door,OPEN
2026-08-07 13:42:32,living-motion,ON
2026-08-07 13:42:35,bedroom-motion,ON
2026-08-07 13:42:38,fridge-door,OPEN
2026-08-07 13:42:41,living-motion,ON
2026-08-07 13:42:44,kitchen-motion,ON
2026-08-07 13:42:47,living-motion,ON
2026-08-07 13:42:50,living-motion,ON
2026-08-07 13:42:53,living-temp,21.5
2026-08-07 13:42:56,bed-mat,OCCUPIED
2026-08-07 13:42:59,fridge-door,CLOSE
2026-08-07 13:43:02,fridge-door,CLOSE
2026-08-07 13:43:05,bedroom-motion,ON
2026-08-07 13:43:08,bathroom-motion,ON
2026-08-07 13:43:11,bed-mat,EMPTY
2026-08-07 13:43:14,bathroom-motion,ON
2026-08-07 13:43:17,front-door,OPEN
2026-08-07 13:43:20,bed-mat,EMPTY
2026-08-07 13:43:23,bedroom-motion,ON
2026-08-07 13:43:26,bed-mat,OCCUPIED
2026-08-07 13:43:29,kitchen-motion,ON
2026-08-07 13:43:32,bathroom-motion,ON
2026-08-07 13:43:35,bedroom-motion,ON
2026-08-07 13:43:38,kitchen-motion,ON
2026-08-07 13:43:41,fridge-door,CLOSE
2026-08-07 13:43:44,front-door,OPEN
2026-08-07 13:43:47,fridge-door,OPEN
2026-08-07 13:43:50,bathroom-motion,ON
2026-08-07 13:43:53,fridge-door,OPEN
2026-08-07 13:43:56,bedroom-motion,ON
2026-08-07 13:43:59,bathroom-motion,ON
2026-08-07 13:44:02,bathroom-motion,ON
2026-08-07 13:44:05,bedroom-motion,ON
2026-08-07 13:44:08,front-door,OPEN
2026-08-07 13:44:11,fridge-door,CLOSE
2026-08-07 13:44:14,kitchen-motion,ON
2026-08-07 13:44:17,bed-mat,OCCUPIED
2026-08-07 13:44:20,bed-mat,OCCUPIED
2026-08-07 13:44:23,fridge-door,CLOSE
2026-08-07 13:44:26,bedroom-motion,ON
2026-08-07 13:44:29,living-motion,ON
2026-08-07 13:44:32,bathroom-motion,ON
2026-08-07 13:44:35,bathroom-motion,ON
2026-08-07 13:44:38,bedroom-motion,ON
2026-08-07 13:44:41,kitchen-motion,ON
2026-08-07 13:44:44,kitchen-motion,ON
2026-08-07 13:44:47,front-door,OPEN
2026-08-07 13:44:50,living-temp,21.5
2026-08-07 13:44:53,fridge-door,OPEN
2026-08-07 13:44:56,bathroom-motion,ON
2026-08-07 13:44:59,bedroom-motion,ON
2026-08-07 13:45:02,bedroom-motion,ON
2026-08-07 13:45:05,bed-mat,EMPTY
2026-08-07 13:45:08,living-motion,ON
2026-08-07 13:45:11,living-temp,20.7
2026-08-07 13:45:14,bathroom-motion,ON
2026-08-07 13:45:17,bedroom-motion,ON
2026-08-07 13:45:20,bedroom-motion,ON
2026-08-07 13:45:23,bed-mat,OCCUPIED
2026-08-07 13:45:26,bedroom-motion,ON
2026-08-07 13:45:29,fridge-door,OPEN
2026-08-07 13:45:32,bed-mat,EMPTY
2026-08-07 13:45:35,kitchen-motion,ON
2026-08-07 13:45:38,front-door,OPEN
2026-08-07 13:45:41,bed-mat,OCCUPIED
2026-08-07 13:45:44,fridge-door,CLOSE
2026-08-07 13:45:47,fridge-door,CLOSE
2026-08-07 13:45:50,kitchen-motion,ON
2026-08-07 13:45:53,living-motion,ON
2026-08-07 13:45:56,living-motion,ON
2026-08-07 13:45:59,kitchen-motion,ON
2026-08-07 13:46:02,bedroom-motion,ON
2026-08-07 13:46:05,bed-mat,OCCUPIED
2026-08-07 13:46:08,bed-mat,OCCUPIED
2026-08-07 13:46:11,front-door,CLOSE
2026-08-07 13:46:14,kitchen-motion,ON
2026-08-07 13:46:17,bed-mat,EMPTY
2026-08-07 13:46:20,living-temp,21.2
2026-08-07 13:46:23,front-door,OPEN
2026-08-07 13:46:26,kitchen-motion,ON
2026-08-07 13:46:29,living-motion,ON
2026-08-07 13:46:32,living-motion,ON
2026-08-07 13:46:35,bed-mat,EMPTY
2026-08-07 13:46:38,fridge-door,OPEN
2026-08-07 13:46:41,bed-mat,OCCUPIED
2026-08-07 13:46:44,kitchen-motion,ON
2026-08-07 13:46:47,fridge-door,OPEN
2026-08-07 13:46:50,living-motion,ON
